Name,Gender,Race/Ethnicity,Count,Rank,Year
KENYA,FEMALE,BLACK NON HISPANIC,10,45,2011
KHLOE,FEMALE,BLACK NON HISPANIC,42,14,2011
KIARA,FEMALE,BLACK NON HISPANIC,13,42,2011
KIMORA,FEMALE,BLACK NON HISPANIC,23,32,2011
KYLA,FEMALE,BLACK NON HISPANIC,12,43,2011
KYLIE,FEMALE,BLACK NON HISPANIC,19,36,2011
LAILA,FEMALE,BLACK NON HISPANIC,39,16,2011
LAUREN,FEMALE,BLACK NON HISPANIC,27,28,2011
LAYLA,FEMALE,BLACK NON HISPANIC,30,25,2011
LEAH,FEMALE,BLACK NON HISPANIC,39,16,2011
LEILANI,FEMALE,BLACK NON HISPANIC,13,42,2011
LONDON,FEMALE,BLACK NON HISPANIC,92,2,2011
LONDYN,FEMALE,BLACK NON HISPANIC,25,30,2011
LYRIC,FEMALE,BLACK NON HISPANIC,13,42,2011
MACKENZIE,FEMALE,BLACK NON HISPANIC,10,45,2011
MADISON,FEMALE,BLACK NON HISPANIC,176,1,2011
MAKAYLA,FEMALE,BLACK NON HISPANIC,67,6,2011
MALIA,FEMALE,BLACK NON HISPANIC,17,38,2011
MALIYAH,FEMALE,BLACK NON HISPANIC,14,41,2011
MARIAH,FEMALE,BLACK NON HISPANIC,21,34,2011
MARIAM,FEMALE,BLACK NON HISPANIC,32,23,2011
MARIAMA,FEMALE,BLACK NON HISPANIC,22,33,2011
MARYAM,FEMALE,BLACK NON HISPANIC,10,45,2011
MAYA,FEMALE,BLACK NON HISPANIC,25,30,2011
MCKENZIE,FEMALE,BLACK NON HISPANIC,25,30,2011
MELANIE,FEMALE,BLACK NON HISPANIC,18,37,2011
MIA,FEMALE,BLACK NON HISPANIC,36,19,2011
MICHELLE,FEMALE,BLACK NON HISPANIC,13,42,2011
MIKAYLA,FEMALE,BLACK NON HISPANIC,21,34,2011
MILAN,FEMALE,BLACK NON HISPANIC,28,27,2011
MORGAN,FEMALE,BLACK NON HISPANIC,31,24,2011
MYA,FEMALE,BLACK NON HISPANIC,32,23,2011
NADIA,FEMALE,BLACK NON HISPANIC,16,39,2011
NAHLA,FEMALE,BLACK NON HISPANIC,13,42,2011
NANA,FEMALE,BLACK NON HISPANIC,10,45,2011
NAOMI,FEMALE,BLACK NON HISPANIC,34,21,2011
NATALIA,FEMALE,BLACK NON HISPANIC,12,43,2011
NEVAEH,FEMALE,BLACK NON HISPANIC,60,7,2011
NIA,FEMALE,BLACK NON HISPANIC,38,17,2011
NYLA,FEMALE,BLACK NON HISPANIC,43,13,2011
NYLAH,FEMALE,BLACK NON HISPANIC,42,14,2011
OLIVIA,FEMALE,BLACK NON HISPANIC,52,10,2011
PAIGE,FEMALE,BLACK NON HISPANIC,33,22,2011
PARIS,FEMALE,BLACK NON HISPANIC,32,23,2011
PEYTON,FEMALE,BLACK NON HISPANIC,20,35,2011
PRINCESS,FEMALE,BLACK NON HISPANIC,16,39,2011
RACHEL,FEMALE,BLACK NON HISPANIC,10,45,2011
REBECCA,FEMALE,BLACK NON HISPANIC,12,43,2011
RILEY,FEMALE,BLACK NON HISPANIC,15,40,2011
SADE,FEMALE,BLACK NON HISPANIC,16,39,2011
SAMANTHA,FEMALE,BLACK NON HISPANIC,27,28,2011
SAMARA,FEMALE,BLACK NON HISPANIC,11,44,2011
SAMIYA,FEMALE,BLACK NON HISPANIC,10,45,2011
SAMIYAH,FEMALE,BLACK NON HISPANIC,18,37,2011
SANAA,FEMALE,BLACK NON HISPANIC,26,29,2011
SANAI,FEMALE,BLACK NON HISPANIC,21,34,2011
SANIYA,FEMALE,BLACK NON HISPANIC,13,42,2011
SANIYAH,FEMALE,BLACK NON HISPANIC,13,42,2011
SARAH,FEMALE,BLACK NON HISPANIC,40,15,2011
SARAI,FEMALE,BLACK NON HISPANIC,15,40,2011
SARIAH,FEMALE,BLACK NON HISPANIC,17,38,2011
SASHA,FEMALE,BLACK NON HISPANIC,14,41,2011
SAVANNAH,FEMALE,BLACK NON HISPANIC,42,14,2011
SERENITY,FEMALE,BLACK NON HISPANIC,52,10,2011
SHANIA,FEMALE,BLACK NON HISPANIC,14,41,2011
SHANIYA,FEMALE,BLACK NON HISPANIC,11,44,2011
SHILOH,FEMALE,BLACK NON HISPANIC,15,40,2011
SKYE,FEMALE,BLACK NON HISPANIC,15,40,2011
SKYLA,FEMALE,BLACK NON HISPANIC,19,36,2011
SKYLAR,FEMALE,BLACK NON HISPANIC,20,35,2011
SOPHIA,FEMALE,BLACK NON HISPANIC,30,25,2011
SORAYA,FEMALE,BLACK NON HISPANIC,10,45,2011
SUMMER,FEMALE,BLACK NON HISPANIC,15,40,2011
SYDNEY,FEMALE,BLACK NON HISPANIC,24,31,2011
SYMPHONY,FEMALE,BLACK NON HISPANIC,13,42,2011
TABITHA,FEMALE,BLACK NON HISPANIC,10,45,2011
TAMIA,FEMALE,BLACK NON HISPANIC,17,38,2011
TARAJI,FEMALE,BLACK NON HISPANIC,12,43,2011
TAYLOR,FEMALE,BLACK NON HISPANIC,53,9,2011
TIANA,FEMALE,BLACK NON HISPANIC,19,36,2011
TIANNA,FEMALE,BLACK NON HISPANIC,13,42,2011
TORI,FEMALE,BLACK NON HISPANIC,16,39,2011
TRINITY,FEMALE,BLACK NON HISPANIC,28,27,2011
VICTORIA,FEMALE,BLACK NON HISPANIC,36,19,2011
ZAHARA,FEMALE,BLACK NON HISPANIC,10,45,2011
ZANIYAH,FEMALE,BLACK NON HISPANIC,10,45,2011
ZARA,FEMALE,BLACK NON HISPANIC,11,44,2011
ZARIA,FEMALE,BLACK NON HISPANIC,13,42,2011
ZARIAH,FEMALE,BLACK NON HISPANIC,14,41,2011
ZOE,FEMALE,BLACK NON HISPANIC,43,13,2011
ZOEY,FEMALE,BLACK NON HISPANIC,29,26,2011
ZURI,FEMALE,BLACK NON HISPANIC,10,45,2011
AARON,MALE,BLACK NON HISPANIC,53,28,2011
ABDOUL,MALE,BLACK NON HISPANIC,16,58,2011
ABDOULAYE,MALE,BLACK NON HISPANIC,13,61,2011
ADAM,MALE,BLACK NON HISPANIC,28,46,2011
ADEN,MALE,BLACK NON HISPANIC,19,55,2011
ADONIS,MALE,BLACK NON HISPANIC,11,63,2011
ADRIAN,MALE,BLACK NON HISPANIC,18,56,2011
AHMED,MALE,BLACK NON HISPANIC,11,63,2011
AIDAN,MALE,BLACK NON HISPANIC,20,54,2011
AIDEN,MALE,BLACK NON HISPANIC,167,2,2011
ALEXANDER,MALE,BLACK NON HISPANIC,39,35,2011
ALI,MALE,BLACK NON HISPANIC,11,63,2011
ALIJAH,MALE,BLACK NON HISPANIC,10,64,2011
ALVIN,MALE,BLACK NON HISPANIC,10,64,2011
AMADOU,MALE,BLACK NON HISPANIC,15,59,2011
AMAR'E,MALE,BLACK NON HISPANIC,12,62,2011
AMARE,MALE,BLACK NON HISPANIC,15,59,2011
AMARI,MALE,BLACK NON HISPANIC,57,27,2011
AMIR,MALE,BLACK NON HISPANIC,89,12,2011
ANDRE,MALE,BLACK NON HISPANIC,22,52,2011
ANDREW,MALE,BLACK NON HISPANIC,36,38,2011
ANGEL,MALE,BLACK NON HISPANIC,10,64,2011
ANTHONY,MALE,BLACK NON HISPANIC,66,22,2011
ANTONIO,MALE,BLACK NON HISPANIC,15,59,2011
ASHTON,MALE,BLACK NON HISPANIC,18,56,2011
AUSTIN,MALE,BLACK NON HISPANIC,13,61,2011
AVERY,MALE,BLACK NON HISPANIC,19,55,2011
AYDEN,MALE,BLACK NON HISPANIC,88,13,2011
BENJAMIN,MALE,BLACK NON HISPANIC,13,61,2011
BLAKE,MALE,BLACK NON HISPANIC,19,55,2011
BRANDON,MALE,BLACK NON HISPANIC,57,27,2011
BRIAN,MALE,BLACK NON HISPANIC,22,52,2011
BRYAN,MALE,BLACK NON HISPANIC,10,64,2011
BRYCE,MALE,BLACK NON HISPANIC,35,39,2011
BRYSON,MALE,BLACK NON HISPANIC,14,60,2011
CALEB,MALE,BLACK NON HISPANIC,44,31,2011
CAMERON,MALE,BLACK NON HISPANIC,47,29,2011
CARMELO,MALE,BLACK NON HISPANIC,13,61,2011
CARTER,MALE,BLACK NON HISPANIC,35,39,2011
CAYDEN,MALE,BLACK NON HISPANIC,11,63,2011
CHAD,MALE,BLACK NON HISPANIC,12,62,2011
CHANCE,MALE,BLACK NON HISPANIC,15,59,2011
CHARLES,MALE,BLACK NON HISPANIC,15,59,2011
CHASE,MALE,BLACK NON HISPANIC,41,33,2011
CHRIS,MALE,BLACK NON HISPANIC,10,64,2011
CHRISTIAN,MALE,BLACK NON HISPANIC,91,11,2011
CHRISTOPHER,MALE,BLACK NON HISPANIC,80,19,2011
CODY,MALE,BLACK NON HISPANIC,10,64,2011
COREY,MALE,BLACK NON HISPANIC,10,64,2011
DANIEL,MALE,BLACK NON HISPANIC,81,18,2011
DARIUS,MALE,BLACK NON HISPANIC,12,62,2011
DARREN,MALE,BLACK NON HISPANIC,12,62,2011
DAVID,MALE,BLACK NON HISPANIC,84,15,2011
DERRICK,MALE,BLACK NON HISPANIC,10,64,2011
DEVIN,MALE,BLACK NON HISPANIC,24,50,2011
DEVON,MALE,BLACK NON HISPANIC,10,64,2011
DOMINIC,MALE,BLACK NON HISPANIC,17,57,2011
DONOVAN,MALE,BLACK NON HISPANIC,10,64,2011
DWAYNE,MALE,BLACK NON HISPANIC,14,60,2011
DYLAN,MALE,BLACK NON HISPANIC,42,32,2011
EDWARD,MALE,BLACK NON HISPANIC,10,64,2011
ELI,MALE,BLACK NON HISPANIC,22,52,2011
ELIAS,MALE,BLACK NON HISPANIC,14,60,2011
ELIJAH,MALE,BLACK NON HISPANIC,156,3,2011
EMMANUEL,MALE,BLACK NON HISPANIC,46,30,2011
ERIC,MALE,BLACK NON HISPANIC,14,60,2011
ETHAN,MALE,BLACK NON HISPANIC,124,6,2011
EVAN,MALE,BLACK NON HISPANIC,26,48,2011
GABRIEL,MALE,BLACK NON HISPANIC,36,38,2011
GAVIN,MALE,BLACK NON HISPANIC,18,56,2011
GEORGE,MALE,BLACK NON HISPANIC,10,64,2011
GIOVANNI,MALE,BLACK NON HISPANIC,14,60,2011
HASSAN,MALE,BLACK NON HISPANIC,10,64,2011
HAYDEN,MALE,BLACK NON HISPANIC,12,62,2011
HUNTER,MALE,BLACK NON HISPANIC,12,62,2011
IAN,MALE,BLACK NON HISPANIC,21,53,2011
IBRAHIM,MALE,BLACK NON HISPANIC,25,49,2011
IBRAHIMA,MALE,BLACK NON HISPANIC,11,63,2011
ISAAC,MALE,BLACK NON HISPANIC,18,56,2011
ISAIAH,MALE,BLACK NON HISPANIC,105,8,2011
ISHMAEL,MALE,BLACK NON HISPANIC,10,64,2011
ISIAH,MALE,BLACK NON HISPANIC,11,63,2011
JACE,MALE,BLACK NON HISPANIC,21,53,2011
JACKSON,MALE,BLACK NON HISPANIC,11,63,2011
JACOB,MALE,BLACK NON HISPANIC,82,17,2011
JADEN,MALE,BLACK NON HISPANIC,75,20,2011
JAHEIM,MALE,BLACK NON HISPANIC,10,64,2011
JAHMIR,MALE,BLACK NON HISPANIC,14,60,2011
JAIDEN,MALE,BLACK NON HISPANIC,35,39,2011
JALEN,MALE,BLACK NON HISPANIC,15,59,2011
JAMAL,MALE,BLACK NON HISPANIC,13,61,2011
JAMEL,MALE,BLACK NON HISPANIC,13,61,2011
JAMES,MALE,BLACK NON HISPANIC,33,41,2011
JAMIR,MALE,BLACK NON HISPANIC,12,62,2011
JARED,MALE,BLACK NON HISPANIC,12,62,2011
JASIAH,MALE,BLACK NON HISPANIC,16,58,2011
JASON,MALE,BLACK NON HISPANIC,44,31,2011
JAYDEN,MALE,BLACK NON HISPANIC,184,1,2011
JAYLEN,MALE,BLACK NON HISPANIC,38,36,2011
JAYSON,MALE,BLACK NON HISPANIC,14,60,2011
JELANI,MALE,BLACK NON HISPANIC,11,63,2011
JEREMIAH,MALE,BLACK NON HISPANIC,153,4,2011
JEREMY,MALE,BLACK NON HISPANIC,15,59,2011
JERMAINE,MALE,BLACK NON HISPANIC,16,58,2011
JESSE,MALE,BLACK NON HISPANIC,12,62,2011
JOEL,MALE,BLACK NON HISPANIC,37,37,2011
JOHN,MALE,BLACK NON HISPANIC,34,40,2011
JONATHAN,MALE,BLACK NON HISPANIC,53,28,2011
JORDAN,MALE,BLACK NON HISPANIC,53,28,2011
JOSEPH,MALE,BLACK NON HISPANIC,35,39,2011
JOSHUA,MALE,BLACK NON HISPANIC,128,5,2011
JOSIAH,MALE,BLACK NON HISPANIC,121,7,2011
JULIAN,MALE,BLACK NON HISPANIC,19,55,2011
JUSTICE,MALE,BLACK NON HISPANIC,11,63,2011
JUSTIN,MALE,BLACK NON HISPANIC,85,14,2011
KADEN,MALE,BLACK NON HISPANIC,22,52,2011
KAI,MALE,BLACK NON HISPANIC,14,60,2011
KAIDEN,MALE,BLACK NON HISPANIC,28,46,2011
KALEB,MALE,BLACK NON HISPANIC,18,56,2011
KAMARI,MALE,BLACK NON HISPANIC,17,57,2011
KAMERON,MALE,BLACK NON HISPANIC,14,60,2011
KAYDEN,MALE,BLACK NON HISPANIC,37,37,2011
KEITH,MALE,BLACK NON HISPANIC,12,62,2011
KENNETH,MALE,BLACK NON HISPANIC,16,58,2011
KEVIN,MALE,BLACK NON HISPANIC,28,46,2011
KHALIL,MALE,BLACK NON HISPANIC,19,55,2011
KING,MALE,BLACK NON HISPANIC,14,60,2011
KIYAN,MALE,BLACK NON HISPANIC,12,62,2011
KYLE,MALE,BLACK NON HISPANIC,40,34,2011
KYMANI,MALE,BLACK NON HISPANIC,19,55,2011
LAMAR,MALE,BLACK NON HISPANIC,15,59,2011
LANDON,MALE,BLACK NON HISPANIC,11,63,2011
LEVI,MALE,BLACK NON HISPANIC,15,59,2011
LIAM,MALE,BLACK NON HISPANIC,61,24,2011
LOGAN,MALE,BLACK NON HISPANIC,25,49,2011
LUCAS,MALE,BLACK NON HISPANIC,12,62,2011
MAKAI,MALE,BLACK NON HISPANIC,10,64,2011
MALACHI,MALE,BLACK NON HISPANIC,72,21,2011
MALCOLM,MALE,BLACK NON HISPANIC,11,63,2011
MALIK,MALE,BLACK NON HISPANIC,24,50,2011
MAMADOU,MALE,BLACK NON HISPANIC,27,47,2011
MARC,MALE,BLACK NON HISPANIC,11,63,2011
MARCUS,MALE,BLACK NON HISPANIC,24,50,2011
MARQUIS,MALE,BLACK NON HISPANIC,10,64,2011
MASON,MALE,BLACK NON HISPANIC,83,16,2011
MATTHEW,MALE,BLACK NON HISPANIC,59,25,2011
MAURICE,MALE,BLACK NON HISPANIC,16,58,2011
MEKHI,MALE,BLACK NON HISPANIC,33,41,2011
MESSIAH,MALE,BLACK NON HISPANIC,23,51,2011
MICAH,MALE,BLACK NON HISPANIC,29,45,2011
MICHAEL,MALE,BLACK NON HISPANIC,93,10,2011
MILES,MALE,BLACK NON HISPANIC,10,64,2011
MOHAMED,MALE,BLACK NON HISPANIC,37,37,2011
MOHAMMED,MALE,BLACK NON HISPANIC,23,51,2011
MOUSSA,MALE,BLACK NON HISPANIC,11,63,2011
MYLES,MALE,BLACK NON HISPANIC,15,59,2011
NANA,MALE,BLACK NON HISPANIC,10,64,2011
NASIR,MALE,BLACK NON HISPANIC,33,41,2011
NATHAN,MALE,BLACK NON HISPANIC,32,42,2011
NATHANIEL,MALE,BLACK NON HISPANIC,64,23,2011
NEHEMIAH,MALE,BLACK NON HISPANIC,13,61,2011
NICHOLAS,MALE,BLACK NON HISPANIC,31,43,2011
NICOLAS,MALE,BLACK NON HISPANIC,11,63,2011
NIGEL,MALE,BLACK NON HISPANIC,10,64,2011
NOAH,MALE,BLACK NON HISPANIC,91,11,2011
OMAR,MALE,BLACK NON HISPANIC,14,60,2011
OMARI,MALE,BLACK NON HISPANIC,19,55,2011
OUSMANE,MALE,BLACK NON HISPANIC,14,60,2011
PATRICK,MALE,BLACK NON HISPANIC,14,60,2011
PRESTON,MALE,BLACK NON HISPANIC,19,55,2011
PRINCE,MALE,BLACK NON HISPANIC,32,42,2011
QUINCY,MALE,BLACK NON HISPANIC,10,64,2011
RICARDO,MALE,BLACK NON HISPANIC,10,64,2011
RICHARD,MALE,BLACK NON HISPANIC,15,59,2011
ROBERT,MALE,BLACK NON HISPANIC,29,45,2011
RODNEY,MALE,BLACK NON HISPANIC,10,64,2011
RYAN,MALE,BLACK NON HISPANIC,41,33,2011
SAMUEL,MALE,BLACK NON HISPANIC,30,44,2011
SEAN,MALE,BLACK NON HISPANIC,29,45,2011
SEBASTIAN,MALE,BLACK NON HISPANIC,11,63,2011
SEKOU,MALE,BLACK NON HISPANIC,15,59,2011
SETH,MALE,BLACK NON HISPANIC,12,62,2011
SHAWN,MALE,BLACK NON HISPANIC,18,56,2011
SINCERE,MALE,BLACK NON HISPANIC,24,50,2011
STEPHEN,MALE,BLACK NON HISPANIC,10,64,2011
STEVEN,MALE,BLACK NON HISPANIC,12,62,2011
TERRELL,MALE,BLACK NON HISPANIC,10,64,2011
TERRENCE,MALE,BLACK NON HISPANIC,11,63,2011
TIMOTHY,MALE,BLACK NON HISPANIC,14,60,2011
TRAVIS,MALE,BLACK NON HISPANIC,17,57,2011
TRISTAN,MALE,BLACK NON HISPANIC,58,26,2011
TROY,MALE,BLACK NON HISPANIC,13,61,2011
TYLER,MALE,BLACK NON HISPANIC,101,9,2011
VICTOR,MALE,BLACK NON HISPANIC,12,62,2011
WILLIAM,MALE,BLACK NON HISPANIC,27,47,2011
XAVIER,MALE,BLACK NON HISPANIC,58,26,2011
ZACHARY,MALE,BLACK NON HISPANIC,22,52,2011
ZAIRE,MALE,BLACK NON HISPANIC,19,55,2011
ZION,MALE,BLACK NON HISPANIC,35,39,2011
ZYAIRE,MALE,BLACK NON HISPANIC,14,60,2011
AALIYAH,FEMALE,BLACK NON HISPANIC,69,5,2011
ABIGAIL,FEMALE,BLACK NON HISPANIC,51,11,2011
ADDISON,FEMALE,BLACK NON HISPANIC,13,42,2011
AICHA,FEMALE,BLACK NON HISPANIC,14,41,2011
AISHA,FEMALE,BLACK NON HISPANIC,10,45,2011
AISSATOU,FEMALE,BLACK NON HISPANIC,13,42,2011
ALANA,FEMALE,BLACK NON HISPANIC,18,37,2011
ALEXIS,FEMALE,BLACK NON HISPANIC,13,42,2011
ALICIA,FEMALE,BLACK NON HISPANIC,11,44,2011
ALIYAH,FEMALE,BLACK NON HISPANIC,23,32,2011
ALYSSA,FEMALE,BLACK NON HISPANIC,35,20,2011
AMANDA,FEMALE,BLACK NON HISPANIC,17,38,2011
AMANI,FEMALE,BLACK NON HISPANIC,15,40,2011
AMAYA,FEMALE,BLACK NON HISPANIC,32,23,2011
AMBER,FEMALE,BLACK NON HISPANIC,18,37,2011
AMELIA,FEMALE,BLACK NON HISPANIC,19,36,2011
AMINA,FEMALE,BLACK NON HISPANIC,14,41,2011
AMINATA,FEMALE,BLACK NON HISPANIC,25,30,2011
AMIRA,FEMALE,BLACK NON HISPANIC,15,40,2011
AMIRAH,FEMALE,BLACK NON HISPANIC,22,33,2011
AMIYAH,FEMALE,BLACK NON HISPANIC,20,35,2011
ANAYA,FEMALE,BLACK NON HISPANIC,12,43,2011
ANGEL,FEMALE,BLACK NON HISPANIC,16,39,2011
ANGELINA,FEMALE,BLACK NON HISPANIC,11,44,2011
ANIYA,FEMALE,BLACK NON HISPANIC,19,36,2011
ANIYAH,FEMALE,BLACK NON HISPANIC,35,20,2011
ARIA,FEMALE,BLACK NON HISPANIC,13,42,2011
ARIANA,FEMALE,BLACK NON HISPANIC,13,42,2011
ARIANNA,FEMALE,BLACK NON HISPANIC,38,17,2011
ARIEL,FEMALE,BLACK NON HISPANIC,32,23,2011
ARIELLE,FEMALE,BLACK NON HISPANIC,20,35,2011
ASHLEY,FEMALE,BLACK NON HISPANIC,16,39,2011
AUBREY,FEMALE,BLACK NON HISPANIC,16,39,2011
AUTUMN,FEMALE,BLACK NON HISPANIC,26,29,2011
AVA,FEMALE,BLACK NON HISPANIC,40,15,2011
BRIANNA,FEMALE,BLACK NON HISPANIC,38,17,2011
BRIELLE,FEMALE,BLACK NON HISPANIC,35,20,2011
BROOKE,FEMALE,BLACK NON HISPANIC,12,43,2011
CAMILLE,FEMALE,BLACK NON HISPANIC,12,43,2011
CHELSEA,FEMALE,BLACK NON HISPANIC,37,18,2011
CHEYENNE,FEMALE,BLACK NON HISPANIC,10,45,2011
CHLOE,FEMALE,BLACK NON HISPANIC,72,4,2011
CHRISTINA,FEMALE,BLACK NON HISPANIC,17,38,2011
DAKOTA,FEMALE,BLACK NON HISPANIC,15,40,2011
DANIELLE,FEMALE,BLACK NON HISPANIC,20,35,2011
DESTINY,FEMALE,BLACK NON HISPANIC,35,20,2011
DYLAN,FEMALE,BLACK NON HISPANIC,11,44,2011
EDEN,FEMALE,BLACK NON HISPANIC,11,44,2011
EGYPT,FEMALE,BLACK NON HISPANIC,15,40,2011
ELIZABETH,FEMALE,BLACK NON HISPANIC,22,33,2011
EMILY,FEMALE,BLACK NON HISPANIC,30,25,2011
EMMA,FEMALE,BLACK NON HISPANIC,15,40,2011
ERIN,FEMALE,BLACK NON HISPANIC,10,45,2011
ESSENCE,FEMALE,BLACK NON HISPANIC,11,44,2011
EVA,FEMALE,BLACK NON HISPANIC,11,44,2011
FAITH,FEMALE,BLACK NON HISPANIC,46,12,2011
FANTA,FEMALE,BLACK NON HISPANIC,15,40,2011
FATIMA,FEMALE,BLACK NON HISPANIC,24,31,2011
FATOU,FEMALE,BLACK NON HISPANIC,12,43,2011
FATOUMATA,FEMALE,BLACK NON HISPANIC,51,11,2011
GABRIELLA,FEMALE,BLACK NON HISPANIC,24,31,2011
GABRIELLE,FEMALE,BLACK NON HISPANIC,55,8,2011
GENESIS,FEMALE,BLACK NON HISPANIC,15,40,2011
GRACE,FEMALE,BLACK NON HISPANIC,15,40,2011
HAILEY,FEMALE,BLACK NON HISPANIC,31,24,2011
HANNAH,FEMALE,BLACK NON HISPANIC,24,31,2011
HARMONY,FEMALE,BLACK NON HISPANIC,20,35,2011
HAWA,FEMALE,BLACK NON HISPANIC,15,40,2011
HEAVEN,FEMALE,BLACK NON HISPANIC,32,23,2011
IMANI,FEMALE,BLACK NON HISPANIC,28,27,2011
ISABELLA,FEMALE,BLACK NON HISPANIC,35,20,2011
JADA,FEMALE,BLACK NON HISPANIC,52,10,2011
JADE,FEMALE,BLACK NON HISPANIC,18,37,2011
JALIYAH,FEMALE,BLACK NON HISPANIC,10,45,2011
JANELLE,FEMALE,BLACK NON HISPANIC,11,44,2011
JANIYA,FEMALE,BLACK NON HISPANIC,13,42,2011
JANIYAH,FEMALE,BLACK NON HISPANIC,12,43,2011
JASMINE,FEMALE,BLACK NON HISPANIC,32,23,2011
JAYDA,FEMALE,BLACK NON HISPANIC,16,39,2011
JAYLA,FEMALE,BLACK NON HISPANIC,38,17,2011
JORDYN,FEMALE,BLACK NON HISPANIC,16,39,2011
JULIA,FEMALE,BLACK NON HISPANIC,10,45,2011
KAI,FEMALE,BLACK NON HISPANIC,10,45,2011
KAITLYN,FEMALE,BLACK NON HISPANIC,21,34,2011
KALIYAH,FEMALE,BLACK NON HISPANIC,14,41,2011
KAMIYAH,FEMALE,BLACK NON HISPANIC,10,45,2011
KAYLA,FEMALE,BLACK NON HISPANIC,78,3,2011
KAYLEE,FEMALE,BLACK NON HISPANIC,25,30,2011
KELSEY,FEMALE,BLACK NON HISPANIC,11,44,2011
KENDRA,FEMALE,BLACK NON HISPANIC,12,43,2011
KENNEDY,FEMALE,BLACK NON HISPANIC,13,42,2011
KENYA,FEMALE,BLACK NON HISPANIC,10,45,2011
KHLOE,FEMALE,BLACK NON HISPANIC,42,14,2011
KIARA,FEMALE,BLACK NON HISPANIC,13,42,2011
KIMORA,FEMALE,BLACK NON HISPANIC,23,32,2011
KYLA,FEMALE,BLACK NON HISPANIC,12,43,2011
KYLIE,FEMALE,BLACK NON HISPANIC,19,36,2011
LAILA,FEMALE,BLACK NON HISPANIC,39,16,2011
LAUREN,FEMALE,BLACK NON HISPANIC,27,28,2011
LAYLA,FEMALE,BLACK NON HISPANIC,30,25,2011
LEAH,FEMALE,BLACK NON HISPANIC,39,16,2011
LEILANI,FEMALE,BLACK NON HISPANIC,13,42,2011
LONDON,FEMALE,BLACK NON HISPANIC,92,2,2011
LONDYN,FEMALE,BLACK NON HISPANIC,25,30,2011
LYRIC,FEMALE,BLACK NON HISPANIC,13,42,2011
MACKENZIE,FEMALE,BLACK NON HISPANIC,10,45,2011
MADISON,FEMALE,BLACK NON HISPANIC,176,1,2011
MAKAYLA,FEMALE,BLACK NON HISPANIC,67,6,2011
MALIA,FEMALE,BLACK NON HISPANIC,17,38,2011
MALIYAH,FEMALE,BLACK NON HISPANIC,14,41,2011
MARIAH,FEMALE,BLACK NON HISPANIC,21,34,2011
MARIAM,FEMALE,BLACK NON HISPANIC,32,23,2011
MARIAMA,FEMALE,BLACK NON HISPANIC,22,33,2011
MARYAM,FEMALE,BLACK NON HISPANIC,10,45,2011
MAYA,FEMALE,BLACK NON HISPANIC,25,30,2011
MCKENZIE,FEMALE,BLACK NON HISPANIC,25,30,2011
MELANIE,FEMALE,BLACK NON HISPANIC,18,37,2011
MIA,FEMALE,BLACK NON HISPANIC,36,19,2011
MICHELLE,FEMALE,BLACK NON HISPANIC,13,42,2011
MIKAYLA,FEMALE,BLACK NON HISPANIC,21,34,2011
MILAN,FEMALE,BLACK NON HISPANIC,28,27,2011
MORGAN,FEMALE,BLACK NON HISPANIC,31,24,2011
MYA,FEMALE,BLACK NON HISPANIC,32,23,2011
NADIA,FEMALE,BLACK NON HISPANIC,16,39,2011
NAHLA,FEMALE,BLACK NON HISPANIC,13,42,2011
NANA,FEMALE,BLACK NON HISPANIC,10,45,2011
NAOMI,FEMALE,BLACK NON HISPANIC,34,21,2011
NATALIA,FEMALE,BLACK NON HISPANIC,12,43,2011
NATALIE,FEMALE,BLACK NON HISPANIC,11,44,2011
NEVAEH,FEMALE,BLACK NON HISPANIC,60,7,2011
NIA,FEMALE,BLACK NON HISPANIC,38,17,2011
NYLA,FEMALE,BLACK NON HISPANIC,43,13,2011
NYLAH,FEMALE,BLACK NON HISPANIC,42,14,2011
OLIVIA,FEMALE,BLACK NON HISPANIC,52,10,2011
PAIGE,FEMALE,BLACK NON HISPANIC,33,22,2011
PARIS,FEMALE,BLACK NON HISPANIC,32,23,2011
PEYTON,FEMALE,BLACK NON HISPANIC,20,35,2011
PRINCESS,FEMALE,BLACK NON HISPANIC,16,39,2011
RACHEL,FEMALE,BLACK NON HISPANIC,10,45,2011
REBECCA,FEMALE,BLACK NON HISPANIC,12,43,2011
RILEY,FEMALE,BLACK NON HISPANIC,15,40,2011
SADE,FEMALE,BLACK NON HISPANIC,16,39,2011
SAMANTHA,FEMALE,BLACK NON HISPANIC,27,28,2011
SAMARA,FEMALE,BLACK NON HISPANIC,11,44,2011
SAMIYA,FEMALE,BLACK NON HISPANIC,10,45,2011
SAMIYAH,FEMALE,BLACK NON HISPANIC,18,37,2011
SANAA,FEMALE,BLACK NON HISPANIC,26,29,2011
SANAI,FEMALE,BLACK NON HISPANIC,21,34,2011
SANIYA,FEMALE,BLACK NON HISPANIC,13,42,2011
SANIYAH,FEMALE,BLACK NON HISPANIC,13,42,2011
SARAH,FEMALE,BLACK NON HISPANIC,40,15,2011
SARAI,FEMALE,BLACK NON HISPANIC,15,40,2011
SARIAH,FEMALE,BLACK NON HISPANIC,17,38,2011
SASHA,FEMALE,BLACK NON HISPANIC,14,41,2011
SAVANNAH,FEMALE,BLACK NON HISPANIC,42,14,2011
SERENITY,FEMALE,BLACK NON HISPANIC,52,10,2011
