Name,Gender,Race/Ethnicity,Count,Rank,Year
Dean,MALE,WHITE NON HISPANIC,19,93,2014
Declan,MALE,WHITE NON HISPANIC,43,70,2014
Denis,MALE,WHITE NON HISPANIC,10,102,2014
Derek,MALE,WHITE NON HISPANIC,14,98,2014
Devin,MALE,WHITE NON HISPANIC,13,99,2014
Dominic,MALE,WHITE NON HISPANIC,27,85,2014
Dominick,MALE,WHITE NON HISPANIC,14,98,2014
Dov,MALE,WHITE NON HISPANIC,38,74,2014
Dovid,MALE,WHITE NON HISPANIC,26,86,2014
Drew,MALE,WHITE NON HISPANIC,12,100,2014
Duvid,MALE,WHITE NON HISPANIC,16,96,2014
Dylan,MALE,WHITE NON HISPANIC,94,36,2014
Edward,MALE,WHITE NON HISPANIC,40,72,2014
Efraim,MALE,WHITE NON HISPANIC,13,99,2014
Eitan,MALE,WHITE NON HISPANIC,13,99,2014
Eli,MALE,WHITE NON HISPANIC,103,33,2014
Elias,MALE,WHITE NON HISPANIC,32,80,2014
Eliezer,MALE,WHITE NON HISPANIC,52,62,2014
Elijah,MALE,WHITE NON HISPANIC,28,84,2014
Elimelech,MALE,WHITE NON HISPANIC,16,96,2014
Eliyahu,MALE,WHITE NON HISPANIC,25,87,2014
Elliot,MALE,WHITE NON HISPANIC,33,79,2014
Elliott,MALE,WHITE NON HISPANIC,12,100,2014
Ellis,MALE,WHITE NON HISPANIC,12,100,2014
Emmett,MALE,WHITE NON HISPANIC,12,100,2014
Eric,MALE,WHITE NON HISPANIC,29,83,2014
Erik,MALE,WHITE NON HISPANIC,10,102,2014
Ethan,MALE,WHITE NON HISPANIC,149,18,2014
Evan,MALE,WHITE NON HISPANIC,58,56,2014
Everett,MALE,WHITE NON HISPANIC,16,96,2014
Ezra,MALE,WHITE NON HISPANIC,45,68,2014
Felix,MALE,WHITE NON HISPANIC,32,80,2014
Filip,MALE,WHITE NON HISPANIC,11,101,2014
Finn,MALE,WHITE NON HISPANIC,21,91,2014
Francesco,MALE,WHITE NON HISPANIC,15,97,2014
Francis,MALE,WHITE NON HISPANIC,13,99,2014
Frank,MALE,WHITE NON HISPANIC,14,98,2014
Frederick,MALE,WHITE NON HISPANIC,16,96,2014
Gabriel,MALE,WHITE NON HISPANIC,105,32,2014
Gavin,MALE,WHITE NON HISPANIC,50,64,2014
Gavriel,MALE,WHITE NON HISPANIC,17,95,2014
George,MALE,WHITE NON HISPANIC,65,52,2014
Giovanni,MALE,WHITE NON HISPANIC,32,80,2014
Giuseppe,MALE,WHITE NON HISPANIC,10,102,2014
Graham,MALE,WHITE NON HISPANIC,27,85,2014
Grant,MALE,WHITE NON HISPANIC,11,101,2014
Grayson,MALE,WHITE NON HISPANIC,30,82,2014
Gregory,MALE,WHITE NON HISPANIC,15,97,2014
Greyson,MALE,WHITE NON HISPANIC,14,98,2014
Griffin,MALE,WHITE NON HISPANIC,16,96,2014
Hamza,MALE,WHITE NON HISPANIC,16,96,2014
Harrison,MALE,WHITE NON HISPANIC,44,69,2014
Harry,MALE,WHITE NON HISPANIC,12,100,2014
Hayden,MALE,WHITE NON HISPANIC,10,102,2014
Henry,MALE,WHITE NON HISPANIC,176,14,2014
Hersh,MALE,WHITE NON HISPANIC,22,90,2014
Hershel,MALE,WHITE NON HISPANIC,18,94,2014
Hershy,MALE,WHITE NON HISPANIC,21,91,2014
Hillel,MALE,WHITE NON HISPANIC,12,100,2014
Hudson,MALE,WHITE NON HISPANIC,58,56,2014
Hugo,MALE,WHITE NON HISPANIC,22,90,2014
Hunter,MALE,WHITE NON HISPANIC,44,69,2014
Ian,MALE,WHITE NON HISPANIC,30,82,2014
Ibrahim,MALE,WHITE NON HISPANIC,18,94,2014
Imran,MALE,WHITE NON HISPANIC,10,102,2014
Isaac,MALE,WHITE NON HISPANIC,125,25,2014
Israel,MALE,WHITE NON HISPANIC,35,77,2014
Issac,MALE,WHITE NON HISPANIC,10,102,2014
Ivan,MALE,WHITE NON HISPANIC,15,97,2014
Jace,MALE,WHITE NON HISPANIC,13,99,2014
Jack,MALE,WHITE NON HISPANIC,199,10,2014
Jackson,MALE,WHITE NON HISPANIC,85,42,2014
Jacob,MALE,WHITE NON HISPANIC,256,5,2014
Jake,MALE,WHITE NON HISPANIC,46,67,2014
Jakub,MALE,WHITE NON HISPANIC,11,101,2014
James,MALE,WHITE NON HISPANIC,195,11,2014
Jason,MALE,WHITE NON HISPANIC,49,65,2014
Jasper,MALE,WHITE NON HISPANIC,24,88,2014
Jax,MALE,WHITE NON HISPANIC,11,101,2014
Jaxon,MALE,WHITE NON HISPANIC,14,98,2014
Jaxson,MALE,WHITE NON HISPANIC,13,99,2014
Jayden,MALE,WHITE NON HISPANIC,35,77,2014
Jeremy,MALE,WHITE NON HISPANIC,13,99,2014
Jesse,MALE,WHITE NON HISPANIC,14,98,2014
Joel,MALE,WHITE NON HISPANIC,31,81,2014
John,MALE,WHITE NON HISPANIC,158,17,2014
Jonah,MALE,WHITE NON HISPANIC,45,68,2014
Jonathan,MALE,WHITE NON HISPANIC,75,47,2014
Jordan,MALE,WHITE NON HISPANIC,34,78,2014
Joseph,MALE,WHITE NON HISPANIC,300,1,2014
Joshua,MALE,WHITE NON HISPANIC,68,49,2014
Judah,MALE,WHITE NON HISPANIC,15,97,2014
Jude,MALE,WHITE NON HISPANIC,25,87,2014
Julian,MALE,WHITE NON HISPANIC,87,40,2014
Justin,MALE,WHITE NON HISPANIC,24,88,2014
Kai,MALE,WHITE NON HISPANIC,23,89,2014
Karas,MALE,WHITE NON HISPANIC,10,102,2014
Kareem,MALE,WHITE NON HISPANIC,12,100,2014
Kevin,MALE,WHITE NON HISPANIC,17,95,2014
Kieran,MALE,WHITE NON HISPANIC,14,98,2014
Kyle,MALE,WHITE NON HISPANIC,12,100,2014
Landon,MALE,WHITE NON HISPANIC,23,89,2014
Lazer,MALE,WHITE NON HISPANIC,26,86,2014
Leibish,MALE,WHITE NON HISPANIC,12,100,2014
Leo,MALE,WHITE NON HISPANIC,108,31,2014
Leon,MALE,WHITE NON HISPANIC,32,80,2014
Leonardo,MALE,WHITE NON HISPANIC,36,76,2014
Lev,MALE,WHITE NON HISPANIC,18,94,2014
Levi,MALE,WHITE NON HISPANIC,58,56,2014
Liam,MALE,WHITE NON HISPANIC,139,19,2014
Lincoln,MALE,WHITE NON HISPANIC,11,101,2014
Lipa,MALE,WHITE NON HISPANIC,39,73,2014
Logan,MALE,WHITE NON HISPANIC,68,49,2014
Lorenzo,MALE,WHITE NON HISPANIC,20,92,2014
Louis,MALE,WHITE NON HISPANIC,18,94,2014
Luca,MALE,WHITE NON HISPANIC,94,36,2014
Lucas,MALE,WHITE NON HISPANIC,121,26,2014
Lucien,MALE,WHITE NON HISPANIC,10,102,2014
Luka,MALE,WHITE NON HISPANIC,24,88,2014
Lukas,MALE,WHITE NON HISPANIC,27,85,2014
Luke,MALE,WHITE NON HISPANIC,99,35,2014
Marc,MALE,WHITE NON HISPANIC,13,99,2014
Marcel,MALE,WHITE NON HISPANIC,10,102,2014
Marco,MALE,WHITE NON HISPANIC,15,97,2014
Marcus,MALE,WHITE NON HISPANIC,20,92,2014
Mark,MALE,WHITE NON HISPANIC,61,55,2014
Martin,MALE,WHITE NON HISPANIC,26,86,2014
Mason,MALE,WHITE NON HISPANIC,94,36,2014
Mateo,MALE,WHITE NON HISPANIC,21,91,2014
Matteo,MALE,WHITE NON HISPANIC,22,90,2014
Matthew,MALE,WHITE NON HISPANIC,131,22,2014
Max,MALE,WHITE NON HISPANIC,108,31,2014
Maxim,MALE,WHITE NON HISPANIC,26,86,2014
Maximilian,MALE,WHITE NON HISPANIC,20,92,2014
Maximus,MALE,WHITE NON HISPANIC,16,96,2014
Maxwell,MALE,WHITE NON HISPANIC,45,68,2014
Mayer,MALE,WHITE NON HISPANIC,29,83,2014
Meilech,MALE,WHITE NON HISPANIC,12,100,2014
Meir,MALE,WHITE NON HISPANIC,66,51,2014
Menachem,MALE,WHITE NON HISPANIC,118,27,2014
Menashe,MALE,WHITE NON HISPANIC,12,100,2014
Mendel,MALE,WHITE NON HISPANIC,38,74,2014
Mendy,MALE,WHITE NON HISPANIC,13,99,2014
Micah,MALE,WHITE NON HISPANIC,16,96,2014
Michael,MALE,WHITE NON HISPANIC,268,3,2014
Milan,MALE,WHITE NON HISPANIC,12,100,2014
Miles,MALE,WHITE NON HISPANIC,56,58,2014
Milo,MALE,WHITE NON HISPANIC,28,84,2014
Mohamed,MALE,WHITE NON HISPANIC,49,65,2014
Mohammed,MALE,WHITE NON HISPANIC,22,90,2014
Moishe,MALE,WHITE NON HISPANIC,21,91,2014
Mordche,MALE,WHITE NON HISPANIC,10,102,2014
Mordechai,MALE,WHITE NON HISPANIC,92,37,2014
Morris,MALE,WHITE NON HISPANIC,13,99,2014
Moses,MALE,WHITE NON HISPANIC,26,86,2014
Moshe,MALE,WHITE NON HISPANIC,267,4,2014
Muhammad,MALE,WHITE NON HISPANIC,16,96,2014
Myles,MALE,WHITE NON HISPANIC,10,102,2014
Naftali,MALE,WHITE NON HISPANIC,22,90,2014
Naftuli,MALE,WHITE NON HISPANIC,17,95,2014
Nathan,MALE,WHITE NON HISPANIC,82,44,2014
Nathaniel,MALE,WHITE NON HISPANIC,47,66,2014
Nicholas,MALE,WHITE NON HISPANIC,166,16,2014
Nico,MALE,WHITE NON HISPANIC,10,102,2014
Nicolas,MALE,WHITE NON HISPANIC,32,80,2014
Nikita,MALE,WHITE NON HISPANIC,11,101,2014
Noah,MALE,WHITE NON HISPANIC,137,21,2014
Noam,MALE,WHITE NON HISPANIC,23,89,2014
Nolan,MALE,WHITE NON HISPANIC,20,92,2014
Nosson,MALE,WHITE NON HISPANIC,11,101,2014
Oliver,MALE,WHITE NON HISPANIC,109,30,2014
Omar,MALE,WHITE NON HISPANIC,49,65,2014
Oscar,MALE,WHITE NON HISPANIC,38,74,2014
Owen,MALE,WHITE NON HISPANIC,87,40,2014
Parker,MALE,WHITE NON HISPANIC,27,85,2014
Patrick,MALE,WHITE NON HISPANIC,49,65,2014
Paul,MALE,WHITE NON HISPANIC,25,87,2014
Peter,MALE,WHITE NON HISPANIC,54,60,2014
Philip,MALE,WHITE NON HISPANIC,28,84,2014
Pinchas,MALE,WHITE NON HISPANIC,16,96,2014
Pinchus,MALE,WHITE NON HISPANIC,11,101,2014
Preston,MALE,WHITE NON HISPANIC,13,99,2014
Quinn,MALE,WHITE NON HISPANIC,14,98,2014
Rafael,MALE,WHITE NON HISPANIC,20,92,2014
Raphael,MALE,WHITE NON HISPANIC,29,83,2014
Rayan,MALE,WHITE NON HISPANIC,21,91,2014
Raymond,MALE,WHITE NON HISPANIC,13,99,2014
Reed,MALE,WHITE NON HISPANIC,11,101,2014
Reid,MALE,WHITE NON HISPANIC,15,97,2014
Reuben,MALE,WHITE NON HISPANIC,11,101,2014
Rhys,MALE,WHITE NON HISPANIC,12,100,2014
Richard,MALE,WHITE NON HISPANIC,20,92,2014
Riley,MALE,WHITE NON HISPANIC,11,101,2014
Robert,MALE,WHITE NON HISPANIC,67,50,2014
Rocco,MALE,WHITE NON HISPANIC,15,97,2014
Roman,MALE,WHITE NON HISPANIC,35,77,2014
Ronan,MALE,WHITE NON HISPANIC,21,91,2014
Rory,MALE,WHITE NON HISPANIC,11,101,2014
Rowan,MALE,WHITE NON HISPANIC,15,97,2014
Ryan,MALE,WHITE NON HISPANIC,138,20,2014
Ryder,MALE,WHITE NON HISPANIC,12,100,2014
Salvatore,MALE,WHITE NON HISPANIC,20,92,2014
Sam,MALE,WHITE NON HISPANIC,32,80,2014
Samir,MALE,WHITE NON HISPANIC,13,99,2014
Samuel,MALE,WHITE NON HISPANIC,206,9,2014
Santino,MALE,WHITE NON HISPANIC,14,98,2014
Sawyer,MALE,WHITE NON HISPANIC,27,85,2014
Sean,MALE,WHITE NON HISPANIC,53,61,2014
Sebastian,MALE,WHITE NON HISPANIC,100,34,2014
Shalom,MALE,WHITE NON HISPANIC,14,98,2014
Shane,MALE,WHITE NON HISPANIC,19,93,2014
Shaya,MALE,WHITE NON HISPANIC,31,81,2014
Shea,MALE,WHITE NON HISPANIC,13,99,2014
Shia,MALE,WHITE NON HISPANIC,37,75,2014
Shimon,MALE,WHITE NON HISPANIC,100,34,2014
Shloime,MALE,WHITE NON HISPANIC,11,101,2014
Shloimy,MALE,WHITE NON HISPANIC,16,96,2014
Shlome,MALE,WHITE NON HISPANIC,19,93,2014
Shlomo,MALE,WHITE NON HISPANIC,55,59,2014
Shmiel,MALE,WHITE NON HISPANIC,19,93,2014
Shmuel,MALE,WHITE NON HISPANIC,57,57,2014
Sholom,MALE,WHITE NON HISPANIC,16,96,2014
Shraga,MALE,WHITE NON HISPANIC,10,102,2014
Shulem,MALE,WHITE NON HISPANIC,45,68,2014
Silas,MALE,WHITE NON HISPANIC,11,101,2014
Simcha,MALE,WHITE NON HISPANIC,23,89,2014
Simon,MALE,WHITE NON HISPANIC,49,65,2014
Solomon,MALE,WHITE NON HISPANIC,51,63,2014
Spencer,MALE,WHITE NON HISPANIC,18,94,2014
Stephen,MALE,WHITE NON HISPANIC,18,94,2014
Steven,MALE,WHITE NON HISPANIC,27,85,2014
Theo,MALE,WHITE NON HISPANIC,12,100,2014
Theodore,MALE,WHITE NON HISPANIC,126,24,2014
Thomas,MALE,WHITE NON HISPANIC,118,27,2014
Timothy,MALE,WHITE NON HISPANIC,27,85,2014
Tristan,MALE,WHITE NON HISPANIC,26,86,2014
Tyler,MALE,WHITE NON HISPANIC,34,78,2014
Tzvi,MALE,WHITE NON HISPANIC,49,65,2014
Usher,MALE,WHITE NON HISPANIC,20,92,2014
Victor,MALE,WHITE NON HISPANIC,35,77,2014
Vincent,MALE,WHITE NON HISPANIC,43,70,2014
Vincenzo,MALE,WHITE NON HISPANIC,11,101,2014
Wesley,MALE,WHITE NON HISPANIC,11,101,2014
Weston,MALE,WHITE NON HISPANIC,11,101,2014
William,MALE,WHITE NON HISPANIC,183,13,2014
Winston,MALE,WHITE NON HISPANIC,11,101,2014
Wolf,MALE,WHITE NON HISPANIC,12,100,2014
Wyatt,MALE,WHITE NON HISPANIC,33,79,2014
Xavier,MALE,WHITE NON HISPANIC,25,87,2014
Yaakov,MALE,WHITE NON HISPANIC,46,67,2014
Yahya,MALE,WHITE NON HISPANIC,11,101,2014
Yakov,MALE,WHITE NON HISPANIC,45,68,2014
Yaseen,MALE,WHITE NON HISPANIC,12,100,2014
Yechiel,MALE,WHITE NON HISPANIC,39,73,2014
Yehoshua,MALE,WHITE NON HISPANIC,26,86,2014
Yehuda,MALE,WHITE NON HISPANIC,86,41,2014
Yidel,MALE,WHITE NON HISPANIC,10,102,2014
Yisrael,MALE,WHITE NON HISPANIC,14,98,2014
Yisroel,MALE,WHITE NON HISPANIC,83,43,2014
Yitzchak,MALE,WHITE NON HISPANIC,15,97,2014
Yitzchok,MALE,WHITE NON HISPANIC,66,51,2014
Yoel,MALE,WHITE NON HISPANIC,12,100,2014
Yosef,MALE,WHITE NON HISPANIC,116,28,2014
Yossi,MALE,WHITE NON HISPANIC,15,97,2014
Yousef,MALE,WHITE NON HISPANIC,18,94,2014
Youssef,MALE,WHITE NON HISPANIC,24,88,2014
Yusuf,MALE,WHITE NON HISPANIC,16,96,2014
Zachary,MALE,WHITE NON HISPANIC,90,39,2014
Zev,MALE,WHITE NON HISPANIC,49,65,2014
Graham,MALE,WHITE NON HISPANIC,26,83,2016
Poppy,FEMALE,WHITE NON HISPANIC,10,83,2015
Emmett,MALE,WHITE NON HISPANIC,24,85,2016
Naomi,FEMALE,WHITE NON HISPANIC,53,44,2016
Edith,FEMALE,WHITE NON HISPANIC,12,82,2016
Shaina,FEMALE,WHITE NON HISPANIC,14,79,2015
Brayden,MALE,WHITE NON HISPANIC,13,96,2016
Gianna,FEMALE,WHITE NON HISPANIC,45,50,2015
Tessa,FEMALE,WHITE NON HISPANIC,19,74,2015
Phoenix,MALE,WHITE NON HISPANIC,16,88,2015
Felix,MALE,WHITE NON HISPANIC,23,86,2016
Frieda,FEMALE,WHITE NON HISPANIC,13,81,2016
Evelyn,FEMALE,WHITE NON HISPANIC,55,40,2015
Kate,FEMALE,WHITE NON HISPANIC,20,73,2015
Valentina,FEMALE,WHITE NON HISPANIC,54,43,2016
Alma,FEMALE,WHITE NON HISPANIC,14,79,2015
Maggie,FEMALE,WHITE NON HISPANIC,10,84,2016
Yakov,MALE,WHITE NON HISPANIC,63,51,2015
Jake,MALE,WHITE NON HISPANIC,50,57,2015
Sarah,FEMALE,WHITE NON HISPANIC,202,4,2016
Ada,FEMALE,WHITE NON HISPANIC,15,78,2015
Georgia,FEMALE,WHITE NON HISPANIC,22,71,2015
Chava,FEMALE,WHITE NON HISPANIC,33,60,2015
Margot,FEMALE,WHITE NON HISPANIC,20,74,2016
Charlie,FEMALE,WHITE NON HISPANIC,13,80,2015
Josephine,FEMALE,WHITE NON HISPANIC,48,47,2015
Joel,MALE,WHITE NON HISPANIC,16,93,2016
Ava,FEMALE,WHITE NON HISPANIC,168,9,2016
Alyssa,FEMALE,WHITE NON HISPANIC,17,77,2016
Zalmen,MALE,WHITE NON HISPANIC,15,94,2016
Lucia,FEMALE,WHITE NON HISPANIC,32,62,2016
Yechiel,MALE,WHITE NON HISPANIC,28,81,2016
Katerina,FEMALE,WHITE NON HISPANIC,10,84,2016
Ryan,MALE,WHITE NON HISPANIC,129,21,2016
Dalia,FEMALE,WHITE NON HISPANIC,11,83,2016
Fatima,FEMALE,WHITE NON HISPANIC,11,82,2015
Lena,FEMALE,WHITE NON HISPANIC,16,78,2016
Ivan,MALE,WHITE NON HISPANIC,25,79,2015
Frances,FEMALE,WHITE NON HISPANIC,28,65,2015
Winston,MALE,WHITE NON HISPANIC,11,93,2015
Rivka,FEMALE,WHITE NON HISPANIC,127,13,2015
Shmuel,MALE,WHITE NON HISPANIC,60,54,2016
Richard,MALE,WHITE NON HISPANIC,27,82,2016
Sloane,FEMALE,WHITE NON HISPANIC,32,61,2015
Beatrice,FEMALE,WHITE NON HISPANIC,18,76,2016
Kian,MALE,WHITE NON HISPANIC,11,93,2015
Ryan,FEMALE,WHITE NON HISPANIC,13,80,2015
Muhammad,MALE,WHITE NON HISPANIC,20,84,2015
Mika,FEMALE,WHITE NON HISPANIC,11,82,2015
Ariella,FEMALE,WHITE NON HISPANIC,32,61,2015
Esty,FEMALE,WHITE NON HISPANIC,35,58,2015
Batsheva,FEMALE,WHITE NON HISPANIC,20,73,2015
Meyer,MALE,WHITE NON HISPANIC,10,99,2016
Ahron,MALE,WHITE NON HISPANIC,11,93,2015
Fatima,FEMALE,WHITE NON HISPANIC,12,82,2016
Mohammed,MALE,WHITE NON HISPANIC,25,79,2015
Scarlett,FEMALE,WHITE NON HISPANIC,41,53,2016
Reid,MALE,WHITE NON HISPANIC,12,92,2015
Dominick,MALE,WHITE NON HISPANIC,13,96,2016
Rina,FEMALE,WHITE NON HISPANIC,12,81,2015
Steven,MALE,WHITE NON HISPANIC,25,79,2015
Harley,FEMALE,WHITE NON HISPANIC,11,83,2016
Joaquin,MALE,WHITE NON HISPANIC,10,99,2016
Keira,FEMALE,WHITE NON HISPANIC,20,74,2016
Noa,FEMALE,WHITE NON HISPANIC,36,58,2016
Norah,FEMALE,WHITE NON HISPANIC,16,77,2015
Hershy,MALE,WHITE NON HISPANIC,28,81,2016
Wolf,MALE,WHITE NON HISPANIC,15,89,2015
Menachem,MALE,WHITE NON HISPANIC,87,39,2016
Jaxson,MALE,WHITE NON HISPANIC,13,96,2016
Chaim,MALE,WHITE NON HISPANIC,151,15,2015
Michelle,FEMALE,WHITE NON HISPANIC,25,68,2015
Lia,FEMALE,WHITE NON HISPANIC,26,67,2015
Aiden,MALE,WHITE NON HISPANIC,78,42,2015
Esther,FEMALE,WHITE NON HISPANIC,206,4,2015
Catherine,FEMALE,WHITE NON HISPANIC,30,63,2015
Moshe,MALE,WHITE NON HISPANIC,239,4,2016
Aviel,MALE,WHITE NON HISPANIC,10,99,2016
Nadia,FEMALE,WHITE NON HISPANIC,14,79,2015
Dominic,MALE,WHITE NON HISPANIC,21,88,2016
Grayson,MALE,WHITE NON HISPANIC,34,70,2015
Ruby,FEMALE,WHITE NON HISPANIC,46,48,2016
Libby,FEMALE,WHITE NON HISPANIC,32,62,2016
Charles,MALE,WHITE NON HISPANIC,126,23,2015
Zain,MALE,WHITE NON HISPANIC,12,92,2015
Dylan,MALE,WHITE NON HISPANIC,97,35,2015
Walter,MALE,WHITE NON HISPANIC,11,98,2016
Meshilem,MALE,WHITE NON HISPANIC,12,92,2015
Nina,FEMALE,WHITE NON HISPANIC,35,58,2015
Etty,FEMALE,WHITE NON HISPANIC,19,74,2015
Lucas,MALE,WHITE NON HISPANIC,115,27,2016
Juliette,FEMALE,WHITE NON HISPANIC,36,57,2015
Brooke,FEMALE,WHITE NON HISPANIC,19,75,2016
Pearl,FEMALE,WHITE NON HISPANIC,26,67,2015
Camden,MALE,WHITE NON HISPANIC,10,99,2016
Bracha,FEMALE,WHITE NON HISPANIC,29,64,2015
Nathan,MALE,WHITE NON HISPANIC,67,49,2016
Nolan,MALE,WHITE NON HISPANIC,24,80,2015
Lilly,FEMALE,WHITE NON HISPANIC,11,83,2016
Ryan,MALE,WHITE NON HISPANIC,119,25,2015
Ada,FEMALE,WHITE NON HISPANIC,20,74,2016
Juniper,FEMALE,WHITE NON HISPANIC,15,78,2015
Rivka,FEMALE,WHITE NON HISPANIC,127,16,2016
Salvatore,MALE,WHITE NON HISPANIC,25,79,2015
Emilia,FEMALE,WHITE NON HISPANIC,48,47,2015
Anastasia,FEMALE,WHITE NON HISPANIC,29,65,2016
Wyatt,MALE,WHITE NON HISPANIC,29,75,2015
Luka,MALE,WHITE NON HISPANIC,27,82,2016
Elena,FEMALE,WHITE NON HISPANIC,17,76,2015
Willow,FEMALE,WHITE NON HISPANIC,15,79,2016
Noah,MALE,WHITE NON HISPANIC,147,14,2016
Sienna,FEMALE,WHITE NON HISPANIC,59,36,2015
Lilliana,FEMALE,WHITE NON HISPANIC,10,84,2016
Faigy,FEMALE,WHITE NON HISPANIC,91,22,2016
Ethan,MALE,WHITE NON HISPANIC,133,20,2016
Michaela,FEMALE,WHITE NON HISPANIC,11,82,2015
Philip,MALE,WHITE NON HISPANIC,27,82,2016
Kennedy,FEMALE,WHITE NON HISPANIC,10,83,2015
Ryan,FEMALE,WHITE NON HISPANIC,13,81,2016
Reuven,MALE,WHITE NON HISPANIC,11,93,2015
Juliet,FEMALE,WHITE NON HISPANIC,33,61,2016
Connor,MALE,WHITE NON HISPANIC,57,56,2016
Ezra,MALE,WHITE NON HISPANIC,54,59,2016
Eliyahu,MALE,WHITE NON HISPANIC,44,63,2015
Gitty,FEMALE,WHITE NON HISPANIC,86,24,2016
Frieda,FEMALE,WHITE NON HISPANIC,10,83,2015
Francis,MALE,WHITE NON HISPANIC,15,89,2015
Ahmed,MALE,WHITE NON HISPANIC,28,76,2015
Teagan,FEMALE,WHITE NON HISPANIC,13,81,2016
Connor,MALE,WHITE NON HISPANIC,45,62,2015
Yehudis,FEMALE,WHITE NON HISPANIC,24,69,2015
Jude,MALE,WHITE NON HISPANIC,26,83,2016
Elijah,MALE,WHITE NON HISPANIC,41,65,2015
Mila,FEMALE,WHITE NON HISPANIC,51,44,2015
Luca,MALE,WHITE NON HISPANIC,110,28,2015
Joseph,MALE,WHITE NON HISPANIC,261,1,2016
Jeremy,MALE,WHITE NON HISPANIC,11,98,2016
Rhys,MALE,WHITE NON HISPANIC,10,94,2015
Logan,MALE,WHITE NON HISPANIC,57,56,2016
Sabrina,FEMALE,WHITE NON HISPANIC,19,75,2016
Charles,MALE,WHITE NON HISPANIC,109,30,2016
Vivian,FEMALE,WHITE NON HISPANIC,49,46,2015
Selim,MALE,WHITE NON HISPANIC,13,91,2015
George,MALE,WHITE NON HISPANIC,79,41,2015
Brendan,MALE,WHITE NON HISPANIC,15,89,2015
Andrew,MALE,WHITE NON HISPANIC,102,31,2016
Miri,FEMALE,WHITE NON HISPANIC,17,76,2015
Walker,MALE,WHITE NON HISPANIC,10,99,2016
Marlowe,FEMALE,WHITE NON HISPANIC,10,83,2015
Yitty,FEMALE,WHITE NON HISPANIC,40,54,2015
Elise,FEMALE,WHITE NON HISPANIC,17,77,2016
Amina,FEMALE,WHITE NON HISPANIC,37,56,2015
Ian,MALE,WHITE NON HISPANIC,16,88,2015
Vanessa,FEMALE,WHITE NON HISPANIC,13,80,2015
Noelle,FEMALE,WHITE NON HISPANIC,13,80,2015
Yousef,MALE,WHITE NON HISPANIC,26,83,2016
Raymond,MALE,WHITE NON HISPANIC,11,93,2015
Hadley,FEMALE,WHITE NON HISPANIC,11,82,2015
Lipa,MALE,WHITE NON HISPANIC,28,76,2015
Israel,MALE,WHITE NON HISPANIC,34,75,2016
Alexis,FEMALE,WHITE NON HISPANIC,22,72,2016
Mary,FEMALE,WHITE NON HISPANIC,23,70,2015
Blimy,FEMALE,WHITE NON HISPANIC,24,69,2015
Luka,MALE,WHITE NON HISPANIC,18,86,2015
Meir,MALE,WHITE NON HISPANIC,46,61,2015
Alina,FEMALE,WHITE NON HISPANIC,19,75,2016
Bailey,FEMALE,WHITE NON HISPANIC,12,81,2015
Umar,MALE,WHITE NON HISPANIC,10,99,2016
Arianna,FEMALE,WHITE NON HISPANIC,16,78,2016
Bodhi,MALE,WHITE NON HISPANIC,15,94,2016
Lukas,MALE,WHITE NON HISPANIC,27,82,2016
Naftuli,MALE,WHITE NON HISPANIC,27,82,2016
Russell,MALE,WHITE NON HISPANIC,11,98,2016
Eluzer,MALE,WHITE NON HISPANIC,12,92,2015
Malika,FEMALE,WHITE NON HISPANIC,10,83,2015
Michal,FEMALE,WHITE NON HISPANIC,10,84,2016
Eli,MALE,WHITE NON HISPANIC,117,26,2016
Avigail,FEMALE,WHITE NON HISPANIC,12,81,2015
Everly,FEMALE,WHITE NON HISPANIC,12,82,2016
Margaret,FEMALE,WHITE NON HISPANIC,27,67,2016
Hershel,MALE,WHITE NON HISPANIC,26,78,2015
Micah,MALE,WHITE NON HISPANIC,13,96,2016
Dylan,FEMALE,WHITE NON HISPANIC,28,65,2015
Miriam,FEMALE,WHITE NON HISPANIC,177,6,2015
Ellis,MALE,WHITE NON HISPANIC,21,88,2016
Berl,MALE,WHITE NON HISPANIC,16,88,2015
Pessy,FEMALE,WHITE NON HISPANIC,33,60,2015
Jacob,MALE,WHITE NON HISPANIC,236,5,2016
Adam,MALE,WHITE NON HISPANIC,151,15,2015
Katherine,FEMALE,WHITE NON HISPANIC,37,57,2016
Arianna,FEMALE,WHITE NON HISPANIC,33,60,2015
Arthur,MALE,WHITE NON HISPANIC,34,75,2016
Lauren,FEMALE,WHITE NON HISPANIC,13,81,2016
Emily,FEMALE,WHITE NON HISPANIC,128,12,2015
Antonio,MALE,WHITE NON HISPANIC,31,73,2015
Elizabeth,FEMALE,WHITE NON HISPANIC,96,22,2015
Victor,MALE,WHITE NON HISPANIC,33,71,2015
Eitan,MALE,WHITE NON HISPANIC,20,89,2016
Simcha,MALE,WHITE NON HISPANIC,28,76,2015
Leibish,MALE,WHITE NON HISPANIC,10,99,2016
Celine,FEMALE,WHITE NON HISPANIC,16,78,2016
Maya,FEMALE,WHITE NON HISPANIC,137,14,2016
Angelo,MALE,WHITE NON HISPANIC,15,89,2015
Layla,FEMALE,WHITE NON HISPANIC,58,40,2016
Sofia,FEMALE,WHITE NON HISPANIC,110,19,2016
Aharon,MALE,WHITE NON HISPANIC,15,89,2015
Miriam,FEMALE,WHITE NON HISPANIC,159,11,2016
Jaxon,MALE,WHITE NON HISPANIC,18,86,2015
